id,text,aspects
389,"south , good deli in my area watching food across america on pb found katz deli .","['south deli', 'south , good deli', 'good deli', 'pb found katz deli', 'my area']"
390,"noise level unbearable , conversation impossible .","['impossible conversation', 'noise level', 'unbearable conversation']"
391,personal pan perfect size hungry night .,"['personal size', 'hungry night', 'perfect size']"
392,highly recommended is spicy fried clam roll spider roll .,"['spider roll', 'spicy roll', 'clam roll', 'fried roll', 'roll roll']"
393,one of earlier people commenting on not get experimenting is going on menu in positive way .,"['positive way', 'earlier people']"
394,it convenient .,[]
395,thanks bloom lovely trip .,['lovely trip']
396,atmosphere is great if looking laid back scene an inexpensive way to spend weekend afternoon .,"['inexpensive way', 'weekend afternoon']"
397,"oh right , probably say something nice .",[]
398,"odd ave , not odd , place attracts an eclectic crowd to say least .","['odd ave', 'eclectic crowd', 'an eclectic crowd']"
399,"we stumbled on leon , we thought we found quite gem but , we certainly wrong .",['quite gem']
400,instead of wasting time support restaurant care food .,"['restaurant care', 'support food', 'care food', 'time support']"
401,is became on of ny italian food fare institution .,"['food fare', 'italian institution', 'fare institution']"
402,got back lunch at tamarind it excellent .,[]
403,"head shoulder neighboors on east st , taj mahal is also comparable , in food quality , to much overpraised underdeserving baluchi .","['underdeserving baluchi', 'much overpraised underdeserving baluchi', 'taj mahal', 'head neighboors', 'shoulder neighboors', 'head shoulder neighboors', 'food quality', 'east st', 'overpraised baluchi']"
404,"man hosting promised to save table party of , sat party of at table he saving mean boths open around .","['table party', 'open boths', 'mean boths']"
405,try cheesecake !,[]
406,a we sitting eating subpar food manager proceeded to berate couple of employee for putting wrong container for condiment explained to expensive container .,"['subpar food manager', 'subpar manager', 'wrong container', 'a we', 'food manager', 'expensive container']"
407,"david , daytona beach , fl",['daytona beach']
408,perhaps .,[]
409,great indian food service is incredible .,"['great service', 'food service', 'indian service', 'great indian food service']"
410,go .,[]
411,if in area try bagel shoppe on th street is block away on nd ave .,"['nd ave', 'th street', 'bagel shoppe']"
412,rosario is without doubt one of greatest pizzeria in existence .,['greatest pizzeria']
413,"decor is nice minimalist , food simple yet well presented cooked , wine list match food well .","['nice minimalist', 'wine list', 'match food', 'simple food']"
414,"salmon dish it fine , price paid , expected it to type of flavor .","['salmon dish', 'fine dish']"
415,we ordered tuna melt it came cheese made it tuna sandwich .,['tuna sandwich']
416,"especially liked chicken tikka naan , dal .",['especially liked chicken']
417,waiter not attentive except bill turned up on table we finished .,['attentive waiter']
418,look beautiful green lawn to hudson river statue of liberty .,"['beautiful lawn', 'river statue', 'hudson river statue', 'beautiful green lawn', 'green lawn']"
419,"my wife always enjoy young , not always well trained but nevertheless friendly , staff , of story .","['trained staff', 'my wife', 'young staff']"
420,we generally like good restaurant eat often but kai way to expensive we got .,"['kai way', 'good restaurant']"
421,great .,[]
422,sangria pretty tasty good on hot muggy day .,"['hot muggy day', 'muggy day', 'hot muggy']"
423,eat unless re starving thai food work next door .,"['thai work', 'food work', 'thai food work', 'next door']"
424,tiny williamsburg is always pleasantly surprising .,['tiny williamsburg']
425,"people want great food plus great service , roxy is to avoid !","['great service', 'great food']"
426,best ravioli ever .,['best ravioli']
427,"menu especially groundbreaking , everything ve tried so far well executed tasty .",['executed tasty']
428,ive bunch of time service is always outstanding .,['time service']
429,bill is approximately at lunch without drink .,[]
430,"quite frankly , is of worst sushi ever tried .",['worst sushi']
431,"food is great , service is ok .",[]
432,"overall price tag expensive , something expect .","['overall tag', 'price tag']"
433,"by time we done , it past am .",[]
434,"spice is great thai food , love inexpensive appetizer .","['inexpensive appetizer', 'great thai food', 'thai food', 'great food']"
435,"read review , ll confirm it .",[]
436,even overcharged me last time .,['last time']
437,service attentive .,['service attentive']
438,"he not make homemade mozzarella , but every pie is ultra fresh .","['homemade mozzarella', 'every pie']"
439,fish overdone .,['fish overdone']
440,"great idea base , but work on detail , people think good need to go back to shore town rethink it tasted like .","['great base', 'town rethink', 'idea base']"
441,"re sitting in main dining room spectacular , hand painted high ceiling never know world outside .","['main room', 'high ceiling', 'dining room', 'main dining room']"
442,we visited bread bar january week so pleased menu selection service .,"['selection service', 'menu selection service', 'january week', 'bread bar', 'menu service']"
443,twice to .,[]
444,also make sure pay attention to music piped in quite weird selection .,"['quite weird selection', 'weird selection']"
445,could get much better experience amount of money in lot of french bistro .,"['better amount', 'much better experience amount', 'french bistro', 'experience amount']"
446,establishment score big point in presentation style .,"['presentation style', 'big point']"
447,"rest of dim sum , though pricey by chinatown standard , is worth it .","['dim sum', 'chinatown standard']"
448,good food .,['good food']
449,"wait staff is friendly , if not overly efficient .",[]
450,surprisingly nothing could be truth .,[]
451,dim sum however good .,['dim sum']
452,it better on roof of sutton year old intern jabbing in rib night .,"['intern jabbing', 'rib night', 'old jabbing', 'sutton year']"
453,service always friendly efficient .,['efficient service']
454,went combination of different seafood dish appetizer .,"['different appetizer', 'seafood dish', 'dish appetizer', 'different seafood dish appetizer']"
455,great casual date or to entertain client lunch .,"['casual date', 'great date', 'client lunch', 'great casual date']"
456,we received an apology a we left to see show without dinner .,['an apology']
457,table next to u asked if he crushed grape long overdue bottle of wine finally arrived .,"['long bottle', 'grape long overdue bottle', 'overdue bottle']"
458,price good .,[]
459,"we could not catch waiter eye , he ignored u .",['waiter eye']
460,fantastic .,[]
461,plain simple it bad thai food .,"['thai food', 'bad food', 'simple food']"
462,definitely not to skip !,[]
463,refuse to seat party of or on weekend .,[]
464,usually vs. item per dish .,[]
465,"certain staple excellent burger , of pasta , food is not really point .","['excellent burger', 'certain burger', 'certain staple excellent burger', 'staple burger']"
466,"dim sum so so , but not spectacular .",['dim sum']
467,food so so .,[]
468,"waitress , seems to be concerned of looking good actually waitressing .",[]
469,"place is larger feature adequate seating unlike joint , bar deserves mention .","['bar deserves', 'adequate seating', 'larger feature']"
470,ripoff !,[]
471,threw my fiance surprise th birthday dinner be happier .,"['fiance surprise', 'th dinner', 'surprise dinner', 'birthday dinner']"
472,do it .,[]
473,food awesome .,[]
474,"good music , great food , speedy service affordable price .","['speedy service', 'great food', 'good music', 'affordable price', 'speedy service affordable price']"
475,"small wait , but shorter expected .",['small wait']
476,lobster sandwich is although it good it not nearly enough to warrant price .,['lobster sandwich']
477,"may , owner always smile on warmly greet .",['warmly greet']
478,ve lived in ny year it .,['ny year']
479,read mocaramel review felt compelled to respond .,['mocaramel review']
480,side ok incredibly salty .,[]
481,it hit every time,[]
482,"reason , seafood on menu unavailable except salmon .",['unavailable menu']
483,"not large place , but it cute cozy .","['not large place', 'large place']"
484,be fooled by crowd of people .,[]
485,no way .,['no way']
486,"beverage excellent , dessert good .","['beverage excellent , dessert', 'excellent dessert']"
487,hostess waitress incredibly rude everything could to rush u .,['hostess waitress']
488,"next time , we dare ordering anything else simple asian appetizer drink .","['simple drink', 'simple asian appetizer drink', 'appetizer drink', 'next time', 'asian appetizer']"
489,"please if thinking it go , stay wait be disappointed .",[]
