id,text,aspects,sentence
257,"we particular sushi please every choice included ceviche mix special , crab dumpling , assorted sashimi , sushi roll , two type of sake , banana tempura .","['assorted sashimi', 'special , crab dumpling', 'crab dumpling', 'banana tempura', 'special dumpling', 'sushi roll', 'particular sushi', 'every choice']","we particular sushi please every choice included ceviche mix special , crab dumpling , assorted sashimi , sushi roll , two type of sake , banana tempura ."
258,try plain pizza fresh garlic or eggplant .,"['plain pizza fresh garlic', 'plain pizza', 'fresh garlic', 'pizza garlic']",try plain pizza fresh garlic or eggplant .
259,go !,[],go !
260,"ok , so server wander around little clueless , but enough server crowd get it fine , to make small effort to get attention .","['server crowd', 'enough server crowd', 'enough crowd', 'small effort', ', so server', 'little clueless']","ok , so server wander around little clueless , but enough server crowd get it fine , to make small effort to get attention ."
261,good luck getting table .,['good luck'],good luck getting table .
262,"we picked it randomly , without recommendation someone , so we sure to expect .",['recommendation someone'],"we picked it randomly , without recommendation someone , so we sure to expect ."
263,look nose at me like ...,[],look nose at me like ...
264,planet thai is great !,['planet thai'],planet thai is great !
265,service is awful .,[],service is awful .
266,do it .,[],do it .
267,ignore trendy wannabe .,['trendy wannabe'],ignore trendy wannabe .
268,"takeout menu say to keep an eye an expanded menu offering italian dish , wait !","['takeout menu', 'an eye', 'italian dish', 'expanded menu', 'an expanded menu']","takeout menu say to keep an eye an expanded menu offering italian dish , wait !"
269,"trust me , it be great , of it be devoured in no time .",['no time'],"trust me , it be great , of it be devoured in no time ."
270,my girlfiends ate at o.g . last night .,"['my girlfiends', 'last night']",my girlfiends ate at o.g . last night .
271,wish one near my office would go everyday .,['my office'],wish one near my office would go everyday .
272,finally !,[],finally !
273,amma worst value money experienced in nyc past year .,"['past year', 'amma worst value', 'nyc past year']",amma worst value money experienced in nyc past year .
274,"am not experienced person it come to thai food , but my friend took me is .","['my friend', 'thai food']","am not experienced person it come to thai food , but my friend took me is ."
275,think would be pretty good if it not so overpriced overrated .,[],think would be pretty good if it not so overpriced overrated .
276,regardless of whether two people or two hundred people ahead of hostess take name tell five minute .,"['two hundred people', 'two people', 'five minute']",regardless of whether two people or two hundred people ahead of hostess take name tell five minute .
277,pizza is good though .,[],pizza is good though .
278,bottle of wine cheap good .,[],bottle of wine cheap good .
279,not be disapointed at .,[],not be disapointed at .
280,walk in risky .,[],walk in risky .
281,"different beer to offer thier guest so made my husband happy food delicious , if must recommend dish it must be pumkin tortelini .","['different beer', 'thier guest', 'my husband', 'pumkin tortelini']","different beer to offer thier guest so made my husband happy food delicious , if must recommend dish it must be pumkin tortelini ."
282,give u dinner special we asked it .,['special dinner'],give u dinner special we asked it .
283,must crabmeat lasagna is of world chocolate bread pudding dessert .,"['bread pudding', 'pudding dessert', 'chocolate bread', 'world chocolate']",must crabmeat lasagna is of world chocolate bread pudding dessert .
284,"word of advice , save room pasta dish never leave ve tiramisu .","['pasta dish', 'save room pasta dish', 'save dish', 'room pasta']","word of advice , save room pasta dish never leave ve tiramisu ."
285,good service good price .,"['good service', 'good service good price', 'good price']",good service good price .
286,recently went to co worker lunch an amazing time .,"['co worker lunch', 'worker lunch', 'amazing time', 'co lunch']",recently went to co worker lunch an amazing time .
287,"service impeccable unobtrusive staff know to do to know menu , present meal , attend to need .","['present meal', 'impeccable staff', 'unobtrusive staff', 'service impeccable unobtrusive staff']","service impeccable unobtrusive staff know to do to know menu , present meal , attend to need ."
288,es bagel either by sty town or midtown is by far best bagel in ny .,"['es bagel', 'sty town', 'best bagel', 'far best bagel']",es bagel either by sty town or midtown is by far best bagel in ny .
289,food great !,['great food'],food great !
290,open late well a late a ever got night person,"['got person', 'night person', 'late person']",open late well a late a ever got night person
291,"annoying thing , though , is fact server seem to be trained to drive revenue .","['fact server', 'annoying thing']","annoying thing , though , is fact server seem to be trained to drive revenue ."
292,"get food to go , find bench , kick back plate of dumpling .",[],"get food to go , find bench , kick back plate of dumpling ."
293,"please try filet mignon , tender piece ever .","['tender piece', 'filet mignon']","please try filet mignon , tender piece ever ."
294,"everything we pretty good , but we .",[],"everything we pretty good , but we ."
295,"we still sitting at bar we drank sangria , but facing away bar we turned back around , gone people next to u said bartender took it .",[],"we still sitting at bar we drank sangria , but facing away bar we turned back around , gone people next to u said bartender took it ."
296,something busy holiday party .,"['busy holiday party', 'busy party', 'holiday party']",something busy holiday party .
297,sake menu not be overlooked !,['sake menu'],sake menu not be overlooked !
298,would highly recommend .,[],would highly recommend .
299,is great .,[],is great .
300,drink amazing half till pm .,[],drink amazing half till pm .
301,ve back to nha trang literally hundred time beef cube re good .,"['time cube', 'beef cube']",ve back to nha trang literally hundred time beef cube re good .
302,"so many poor experience to be in theater district , is truly an excellent find !","['poor experience', 'many experience', 'excellent find', 'so many poor experience', 'an excellent find', 'theater district']","so many poor experience to be in theater district , is truly an excellent find !"
303,got to be one of overrated restaurant in brooklyn .,['overrated restaurant'],got to be one of overrated restaurant in brooklyn .
304,"service , wine selection , ambiance outstanding deserve recognition .","['wine selection', 'ambiance outstanding deserve recognition', 'outstanding recognition', 'deserve recognition']","service , wine selection , ambiance outstanding deserve recognition ."
305,"went last night year anniversery , impressed .","['year anniversery', 'last night']","went last night year anniversery , impressed ."
