id,sentence,aspects,aspectCategories,text
2277,"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.","[{""term"": ""cuisine"", ""polarity"": ""neutral"", ""start"": ""4"", ""end"": ""11""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]","The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei."
2308,I heartily recommend.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I heartily recommend.
51,Heartland Brewery is by far one of the best places in NYC to make new friends and catch up with old ones.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Heartland Brewery is by far one of the best places in NYC to make new friends and catch up with old ones.
3680,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,"[{""term"": ""atmosphere"", ""polarity"": ""positive"", ""start"": ""50"", ""end"": ""60""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.
3155,They are often crowded on the weekends but they are efficient and accurate with their service.,"[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""86"", ""end"": ""93""}, {""term"": ""crowded"", ""polarity"": ""negative"", ""start"": ""15"", ""end"": ""22""}]","[{""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""negative""}]",They are often crowded on the weekends but they are efficient and accurate with their service.
1688,All my co-workers were amazed at how small the dish was.,"[{""term"": ""dish"", ""polarity"": ""negative"", ""start"": ""47"", ""end"": ""51""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",All my co-workers were amazed at how small the dish was.
598,"The atmosphere is unheralded, the service impecible, and the food magnificant.","[{""term"": ""atmosphere"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""14""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""34"", ""end"": ""41""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""61"", ""end"": ""65""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]","The atmosphere is unheralded, the service impecible, and the food magnificant."
2926,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.","[{""term"": ""grilled branzino"", ""polarity"": ""negative"", ""start"": ""24"", ""end"": ""40""}]","[{""category"": ""food"", ""polarity"": ""negative""}]","We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat."
3083,"The wait staff is friendly, and the food has gotten better and better!","[{""term"": ""wait staff"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""14""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""36"", ""end"": ""40""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]","The wait staff is friendly, and the food has gotten better and better!"
1388,"This place, which is only a few months old, is perhaps Queens' biggest secret!",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","This place, which is only a few months old, is perhaps Queens' biggest secret!"
2977,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","[{""term"": ""vibe"", ""polarity"": ""positive"", ""start"": ""44"", ""end"": ""48""}, {""term"": ""French food"", ""polarity"": ""positive"", ""start"": ""76"", ""end"": ""87""}, {""term"": ""packed"", ""polarity"": ""negative"", ""start"": ""16"", ""end"": ""22""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""conflict""}]","It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
1574,This place is so much fun.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",This place is so much fun.
498,I was glad I did.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I was glad I did.
2604,Right off the L in Brooklyn this is a nice cozy place with good pizza.,"[{""term"": ""pizza"", ""polarity"": ""positive"", ""start"": ""64"", ""end"": ""69""}, {""term"": ""place"", ""polarity"": ""positive"", ""start"": ""48"", ""end"": ""53""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]",Right off the L in Brooklyn this is a nice cozy place with good pizza.
473,I've never been treated so rudely.,[],"[{""category"": ""service"", ""polarity"": ""negative""}]",I've never been treated so rudely.
380,I'll be back soon.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I'll be back soon.
2960,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,"[{""term"": ""pre-theater menu"", ""polarity"": ""positive"", ""start"": ""25"", ""end"": ""41""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Le Pere Pinard has a $15 pre-theater menu that is outstanding.
322,Went inside and I started to get excited.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Went inside and I started to get excited.
1383,I also ordered for delivery and the restaurant forgot half the order.,"[{""term"": ""delivery"", ""polarity"": ""negative"", ""start"": ""19"", ""end"": ""27""}, {""term"": ""order"", ""polarity"": ""negative"", ""start"": ""63"", ""end"": ""68""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",I also ordered for delivery and the restaurant forgot half the order.
892,Our server checked on us maybe twice during the entire meal.,"[{""term"": ""server"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""10""}, {""term"": ""meal"", ""polarity"": ""neutral"", ""start"": ""55"", ""end"": ""59""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",Our server checked on us maybe twice during the entire meal.
2296,"However, it is jus too good to not praise it.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","However, it is jus too good to not praise it."
868,We have been to Montparnasse many times and return often for good reason.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",We have been to Montparnasse many times and return often for good reason.
2936,The strong scents coming from the left and right of me negatively affected my taste buds.,"[{""term"": ""scents"", ""polarity"": ""negative"", ""start"": ""11"", ""end"": ""17""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",The strong scents coming from the left and right of me negatively affected my taste buds.
3423,We had the lobster sandwich and it was FANTASTIC.,"[{""term"": ""lobster sandwich"", ""polarity"": ""positive"", ""start"": ""11"", ""end"": ""27""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",We had the lobster sandwich and it was FANTASTIC.
154,It's somewhere you can eat and be happy.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",It's somewhere you can eat and be happy.
591,"If you wrote a bad review, it's because you don't understand what Rao's is all about.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","If you wrote a bad review, it's because you don't understand what Rao's is all about."
1197,"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!","[{""term"": ""check"", ""polarity"": ""negative"", ""start"": ""143"", ""end"": ""148""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!"
2061,but overall i give it a 10,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",but overall i give it a 10
2274,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.","[{""term"": ""Spider Roll"", ""polarity"": ""conflict"", ""start"": ""11"", ""end"": ""22""}, {""term"": ""price"", ""polarity"": ""positive"", ""start"": ""124"", ""end"": ""129""}, {""term"": ""shell crab"", ""polarity"": ""positive"", ""start"": ""67"", ""end"": ""77""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]","Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them."
2804,Deep Fried Skewers are good and still rare to find in NYC.,"[{""term"": ""Deep Fried Skewers"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""18""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Deep Fried Skewers are good and still rare to find in NYC.
194,"I have tried to make reservations, but both times, the hostess didn't have my name.","[{""term"": ""reservations"", ""polarity"": ""neutral"", ""start"": ""21"", ""end"": ""33""}, {""term"": ""hostess"", ""polarity"": ""negative"", ""start"": ""55"", ""end"": ""62""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","I have tried to make reservations, but both times, the hostess didn't have my name."
148,I also recommend the rice dishes or the different varieties of congee (rice porridge).,"[{""term"": ""rice dishes"", ""polarity"": ""positive"", ""start"": ""21"", ""end"": ""32""}, {""term"": ""congee (rice porridge)"", ""polarity"": ""positive"", ""start"": ""63"", ""end"": ""85""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",I also recommend the rice dishes or the different varieties of congee (rice porridge).
2747,Their tuna tartar appetizer is to die for.,"[{""term"": ""tuna tartar appetizer"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""27""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Their tuna tartar appetizer is to die for.
2845,This was one of the BEST restaurants I've ever been to.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",This was one of the BEST restaurants I've ever been to.
187,This restaurant used to be pretty decent.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",This restaurant used to be pretty decent.
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.","[{""term"": ""Food"", ""polarity"": ""conflict"", ""start"": ""25"", ""end"": ""29""}, {""term"": ""chef"", ""polarity"": ""positive"", ""start"": ""114"", ""end"": ""118""}, {""term"": ""fish dishes"", ""polarity"": ""positive"", ""start"": ""186"", ""end"": ""197""}, {""term"": ""soups"", ""polarity"": ""positive"", ""start"": ""202"", ""end"": ""207""}, {""term"": ""kitchen"", ""polarity"": ""positive"", ""start"": ""134"", ""end"": ""141""}, {""term"": ""cuisine"", ""polarity"": ""positive"", ""start"": ""104"", ""end"": ""111""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups."
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!","[{""term"": ""wine"", ""polarity"": ""positive"", ""start"": ""12"", ""end"": ""16""}, {""term"": ""french fare"", ""polarity"": ""positive"", ""start"": ""42"", ""end"": ""53""}, {""term"": ""cheese"", ""polarity"": ""positive"", ""start"": ""21"", ""end"": ""27""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","If you love wine and cheese and delicious french fare, you'll love Artisanal!"
1402,I love Indian food and consider myself to be quite an expert on it.,"[{""term"": ""Indian food"", ""polarity"": ""positive"", ""start"": ""7"", ""end"": ""18""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",I love Indian food and consider myself to be quite an expert on it.
439,Some baby pizzas get their wish.,"[{""term"": ""baby pizzas"", ""polarity"": ""neutral"", ""start"": ""5"", ""end"": ""16""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]",Some baby pizzas get their wish.
3360,Plenty of choices to make your own creation.,[],"[{""category"": ""food"", ""polarity"": ""positive""}]",Plenty of choices to make your own creation.
