id,sentence,aspects,aspectCategories,text,sentence_cleaned,sentence_tokens,sentence_no_stopwords,sentence_lemmatized,sentence_final
3070,ll adore it .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",ll adore it .,you ll adore it.,"['you', 'll', 'adore', 'it', '.']","['ll', 'adore', 'it', '.']","['ll', 'adore', 'it', '.']",ll adore it .
3373,two word free wine .,"[{""term"": ""wine"", ""polarity"": ""positive"", ""start"": ""16"", ""end"": ""20""}]","[{""category"": ""price"", ""polarity"": ""positive""}]",two word free wine .,two words: free wine.,"['two', 'words', 'free', 'wine', '.']","['two', 'words', 'free', 'wine', '.']","['two', 'word', 'free', 'wine', '.']",two word free wine .
425,price is reasonable although service is poor .,"[{""term"": ""price"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}, {""term"": ""service"", ""polarity"": ""negative"", ""start"": ""37"", ""end"": ""44""}]","[{""category"": ""service"", ""polarity"": ""negative""}, {""category"": ""price"", ""polarity"": ""positive""}]",price is reasonable although service is poor .,the price is reasonable although the service is poor.,"['the', 'price', 'is', 'reasonable', 'although', 'the', 'service', 'is', 'poor', '.']","['price', 'is', 'reasonable', 'although', 'service', 'is', 'poor', '.']","['price', 'is', 'reasonable', 'although', 'service', 'is', 'poor', '.']",price is reasonable although service is poor .
3192,"quantity is also good , come satisfied .","[{""term"": ""quantity"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""12""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","quantity is also good , come satisfied .","the quantity is also very good, you will come out satisfied.","['the', 'quantity', 'is', 'also', 'very', 'good', ',', 'you', 'will', 'come', 'out', 'satisfied', '.']","['quantity', 'is', 'also', 'good', ',', 'come', 'satisfied', '.']","['quantity', 'is', 'also', 'good', ',', 'come', 'satisfied', '.']","quantity is also good , come satisfied ."
1098,to roth twice time disappointing .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",to roth twice time disappointing .,i have been to roth s twice and both times were very disappointing.,"['have', 'been', 'to', 'roth', 'twice', 'and', 'both', 'times', 'were', 'very', 'disappointing', '.']","['to', 'roth', 'twice', 'times', 'disappointing', '.']","['to', 'roth', 'twice', 'time', 'disappointing', '.']",to roth twice time disappointing .
2173,worth visiting st ave it is original store .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",worth visiting st ave it is original store .,worth visiting the st ave spot because it is the original store.,"['worth', 'visiting', 'the', 'st', 'ave', 'spot', 'because', 'it', 'is', 'the', 'original', 'store', '.']","['worth', 'visiting', 'st', 'ave', 'it', 'is', 'original', 'store', '.']","['worth', 'visiting', 'st', 'ave', 'it', 'is', 'original', 'store', '.']",worth visiting st ave it is original store .
391,"stumbled upon second floor walk up two friday ago two friend in town l.a. serious sushi lover , we sat at sushi bar to be closer to action .","[{""term"": ""sushi"", ""polarity"": ""neutral"", ""start"": ""118"", ""end"": ""123""}, {""term"": ""sushi bar"", ""polarity"": ""neutral"", ""start"": ""146"", ""end"": ""155""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","stumbled upon second floor walk up two friday ago two friend in town l.a. serious sushi lover , we sat at sushi bar to be closer to action .","i stumbled upon this second floor walk up two fridays ago when i was with two friends in town from l.a. being serious sushi lovers, we sat at the sushi bar to be closer to the action.","['stumbled', 'upon', 'this', 'second', 'floor', 'walk', 'up', 'two', 'fridays', 'ago', 'when', 'was', 'with', 'two', 'friends', 'in', 'town', 'from', 'l.a.', 'being', 'serious', 'sushi', 'lovers', ',', 'we', 'sat', 'at', 'the', 'sushi', 'bar', 'to', 'be', 'closer', 'to', 'the', 'action', '.']","['stumbled', 'upon', 'second', 'floor', 'walk', 'up', 'two', 'fridays', 'ago', 'two', 'friends', 'in', 'town', 'l.a.', 'serious', 'sushi', 'lovers', ',', 'we', 'sat', 'at', 'sushi', 'bar', 'to', 'be', 'closer', 'to', 'action', '.']","['stumbled', 'upon', 'second', 'floor', 'walk', 'up', 'two', 'friday', 'ago', 'two', 'friend', 'in', 'town', 'l.a.', 'serious', 'sushi', 'lover', ',', 'we', 'sat', 'at', 'sushi', 'bar', 'to', 'be', 'closer', 'to', 'action', '.']","stumbled upon second floor walk up two friday ago two friend in town l.a. serious sushi lover , we sat at sushi bar to be closer to action ."
263,"raga is romantic , cozy .",[],"[{""category"": ""ambience"", ""polarity"": ""positive""}]","raga is romantic , cozy .","raga s is a romantic, cozy restaurant.","['raga', 'is', 'romantic', ',', 'cozy', 'restaurant', '.']","['raga', 'is', 'romantic', ',', 'cozy', '.']","['raga', 'is', 'romantic', ',', 'cozy', '.']","raga is romantic , cozy ."
2384,fried rice is amazing .,"[{""term"": ""fried rice"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""14""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",fried rice is amazing .,the fried rice is amazing here.,"['the', 'fried', 'rice', 'is', 'amazing', 'here', '.']","['fried', 'rice', 'is', 'amazing', '.']","['fried', 'rice', 'is', 'amazing', '.']",fried rice is amazing .
2962,"three course choice include excellent mussel , puff pastry goat cheese salad with delicious dressing , hanger steak au poivre is of world .","[{""term"": ""mussels"", ""polarity"": ""positive"", ""start"": ""42"", ""end"": ""49""}, {""term"": ""puff pastry goat cheese"", ""polarity"": ""positive"", ""start"": ""51"", ""end"": ""74""}, {""term"": ""salad with a delicious dressing"", ""polarity"": ""positive"", ""start"": ""79"", ""end"": ""110""}, {""term"": ""hanger steak au poivre"", ""polarity"": ""positive"", ""start"": ""118"", ""end"": ""140""}, {""term"": ""courses"", ""polarity"": ""neutral"", ""start"": ""6"", ""end"": ""13""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","three course choice include excellent mussel , puff pastry goat cheese salad with delicious dressing , hanger steak au poivre is of world .","three courses choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","['three', 'courses', 'choices', 'include', 'excellent', 'mussels', ',', 'puff', 'pastry', 'goat', 'cheese', 'and', 'salad', 'with', 'delicious', 'dressing', ',', 'and', 'hanger', 'steak', 'au', 'poivre', 'that', 'is', 'out', 'of', 'this', 'world', '.']","['three', 'courses', 'choices', 'include', 'excellent', 'mussels', ',', 'puff', 'pastry', 'goat', 'cheese', 'salad', 'with', 'delicious', 'dressing', ',', 'hanger', 'steak', 'au', 'poivre', 'is', 'of', 'world', '.']","['three', 'course', 'choice', 'include', 'excellent', 'mussel', ',', 'puff', 'pastry', 'goat', 'cheese', 'salad', 'with', 'delicious', 'dressing', ',', 'hanger', 'steak', 'au', 'poivre', 'is', 'of', 'world', '.']","three course choice include excellent mussel , puff pastry goat cheese salad with delicious dressing , hanger steak au poivre is of world ."
3404,it perfect to amanzing indian food .,"[{""term"": ""indian food"", ""polarity"": ""positive"", ""start"": ""40"", ""end"": ""51""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",it perfect to amanzing indian food .,it s a perfect place to have a amanzing indian food.,"['it', 'perfect', 'place', 'to', 'have', 'amanzing', 'indian', 'food', '.']","['it', 'perfect', 'to', 'amanzing', 'indian', 'food', '.']","['it', 'perfect', 'to', 'amanzing', 'indian', 'food', '.']",it perfect to amanzing indian food .
2599,place is so cool service is prompt curtious .,"[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""29"", ""end"": ""36""}, {""term"": ""place"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}]","[{""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]",place is so cool service is prompt curtious .,the place is so cool and the service is prompt and curtious.,"['the', 'place', 'is', 'so', 'cool', 'and', 'the', 'service', 'is', 'prompt', 'and', 'curtious', '.']","['place', 'is', 'so', 'cool', 'service', 'is', 'prompt', 'curtious', '.']","['place', 'is', 'so', 'cool', 'service', 'is', 'prompt', 'curtious', '.']",place is so cool service is prompt curtious .
673,at end re left with mild broth with noodle slurp of cup .,"[{""term"": ""broth with noodles"", ""polarity"": ""positive"", ""start"": ""35"", ""end"": ""53""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",at end re left with mild broth with noodle slurp of cup .,at the end you re left with a mild broth with noodles that you can slurp out of a cup.,"['at', 'the', 'end', 'you', 're', 'left', 'with', 'mild', 'broth', 'with', 'noodles', 'that', 'you', 'can', 'slurp', 'out', 'of', 'cup', '.']","['at', 'end', 're', 'left', 'with', 'mild', 'broth', 'with', 'noodles', 'slurp', 'of', 'cup', '.']","['at', 'end', 're', 'left', 'with', 'mild', 'broth', 'with', 'noodle', 'slurp', 'of', 'cup', '.']",at end re left with mild broth with noodle slurp of cup .
648,wonder delicious meal little money .,"[{""term"": ""meal"", ""polarity"": ""positive"", ""start"": ""48"", ""end"": ""52""}, {""term"": ""money"", ""polarity"": ""positive"", ""start"": ""69"", ""end"": ""74""}]","[{""category"": ""price"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]",wonder delicious meal little money .,i just wonder how you can have such a delicious meal for such little money.,"['just', 'wonder', 'how', 'you', 'can', 'have', 'such', 'delicious', 'meal', 'for', 'such', 'little', 'money', '.']","['wonder', 'delicious', 'meal', 'little', 'money', '.']","['wonder', 'delicious', 'meal', 'little', 'money', '.']",wonder delicious meal little money .
863,food delicious but do not come on empty stomach .,"[{""term"": ""food"", ""polarity"": ""conflict"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]",food delicious but do not come on empty stomach .,the food was delicious but do not come here on a empty stomach.,"['the', 'food', 'was', 'delicious', 'but', 'do', 'not', 'come', 'here', 'on', 'empty', 'stomach', '.']","['food', 'delicious', 'but', 'do', 'not', 'come', 'on', 'empty', 'stomach', '.']","['food', 'delicious', 'but', 'do', 'not', 'come', 'on', 'empty', 'stomach', '.']",food delicious but do not come on empty stomach .
1623,wine list is excellent .,"[{""term"": ""wine list"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""13""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",wine list is excellent .,the wine list is excellent.,"['the', 'wine', 'list', 'is', 'excellent', '.']","['wine', 'list', 'is', 'excellent', '.']","['wine', 'list', 'is', 'excellent', '.']",wine list is excellent .
2177,so garantuan fit in toaster .,[],"[{""category"": ""food"", ""polarity"": ""positive""}]",so garantuan fit in toaster .,so garantuan that you can t fit them in a toaster.,"['so', 'garantuan', 'that', 'you', 'can', 'fit', 'them', 'in', 'toaster', '.']","['so', 'garantuan', 'fit', 'in', 'toaster', '.']","['so', 'garantuan', 'fit', 'in', 'toaster', '.']",so garantuan fit in toaster .
430,"ive to many thai restaurant in manhattan , toon is by far best thai food ive except my mom of course .","[{""term"": ""Thai food"", ""polarity"": ""positive"", ""start"": ""84"", ""end"": ""93""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","ive to many thai restaurant in manhattan , toon is by far best thai food ive except my mom of course .","ive been to many thai restaurants in manhattan before, and toons is by far the best thai food ive had except for my mom s of course .","['ive', 'been', 'to', 'many', 'thai', 'restaurants', 'in', 'manhattan', 'before', ',', 'and', 'toons', 'is', 'by', 'far', 'the', 'best', 'thai', 'food', 'ive', 'had', 'except', 'for', 'my', 'mom', 'of', 'course', '.']","['ive', 'to', 'many', 'thai', 'restaurants', 'in', 'manhattan', ',', 'toons', 'is', 'by', 'far', 'best', 'thai', 'food', 'ive', 'except', 'my', 'mom', 'of', 'course', '.']","['ive', 'to', 'many', 'thai', 'restaurant', 'in', 'manhattan', ',', 'toon', 'is', 'by', 'far', 'best', 'thai', 'food', 'ive', 'except', 'my', 'mom', 'of', 'course', '.']","ive to many thai restaurant in manhattan , toon is by far best thai food ive except my mom of course ."
1101,wouldnt even let me finish my glass of wine offering another .,"[{""term"": ""glass of wine"", ""polarity"": ""neutral"", ""start"": ""35"", ""end"": ""48""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",wouldnt even let me finish my glass of wine offering another .,they wouldnt even let me finish my glass of wine before offering another.,"['they', 'wouldnt', 'even', 'let', 'me', 'finish', 'my', 'glass', 'of', 'wine', 'before', 'offering', 'another', '.']","['wouldnt', 'even', 'let', 'me', 'finish', 'my', 'glass', 'of', 'wine', 'offering', 'another', '.']","['wouldnt', 'even', 'let', 'me', 'finish', 'my', 'glass', 'of', 'wine', 'offering', 'another', '.']",wouldnt even let me finish my glass of wine offering another .
1823,highly recommend sophia pizza .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",highly recommend sophia pizza .,i highly recommend the sophia pizza.,"['highly', 'recommend', 'the', 'sophia', 'pizza', '.']","['highly', 'recommend', 'sophia', 'pizza', '.']","['highly', 'recommend', 'sophia', 'pizza', '.']",highly recommend sophia pizza .
324,"whem asked , we to ask detailed question so we knew special .","[{""term"": ""specials"", ""polarity"": ""neutral"", ""start"": ""75"", ""end"": ""83""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","whem asked , we to ask detailed question so we knew special .","whem asked, we had to ask more detailed questions so that we knew what the specials were.","['whem', 'asked', ',', 'we', 'had', 'to', 'ask', 'more', 'detailed', 'questions', 'so', 'that', 'we', 'knew', 'what', 'the', 'specials', 'were', '.']","['whem', 'asked', ',', 'we', 'to', 'ask', 'detailed', 'questions', 'so', 'we', 'knew', 'specials', '.']","['whem', 'asked', ',', 'we', 'to', 'ask', 'detailed', 'question', 'so', 'we', 'knew', 'special', '.']","whem asked , we to ask detailed question so we knew special ."
2783,is consistently great to dine lunch or dinner .,"[{""term"": ""lunch"", ""polarity"": ""neutral"", ""start"": ""47"", ""end"": ""52""}, {""term"": ""dinner"", ""polarity"": ""neutral"", ""start"": ""56"", ""end"": ""62""}, {""term"": ""dine"", ""polarity"": ""positive"", ""start"": ""38"", ""end"": ""42""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",is consistently great to dine lunch or dinner .,this is a consistently great place to dine for lunch or dinner.,"['this', 'is', 'consistently', 'great', 'place', 'to', 'dine', 'for', 'lunch', 'or', 'dinner', '.']","['is', 'consistently', 'great', 'to', 'dine', 'lunch', 'or', 'dinner', '.']","['is', 'consistently', 'great', 'to', 'dine', 'lunch', 'or', 'dinner', '.']",is consistently great to dine lunch or dinner .
