review_id,text,aspects,sentiments
104,"we ordered special , grilled branzino , so infused bone , it difficult to eat .","['infused bone', 'grilled branzino', 'so infused bone', 'special , grilled branzino', 'special branzino']","[{'aspect': 'infused bone', 'sentiment': 'neutral', 'score': -0.07, 'context': 'special , grilled branzino , so infused bone , it difficult to eat .'}, {'aspect': 'grilled branzino', 'sentiment': 'positive', 'score': 0.36, 'context': 'we ordered special , grilled branzino , so infused bone , it'}, {'aspect': 'so infused bone', 'sentiment': 'neutral', 'score': -0.07, 'context': 'ordered special , grilled branzino , so infused bone , it difficult to eat .'}, {'aspect': 'special , grilled branzino', 'sentiment': 'positive', 'score': 0.36, 'context': 'we ordered special , grilled branzino , so infused bone , it'}, {'aspect': 'special branzino', 'sentiment': 'neutral', 'score': 0.0}]"
105,"wait staff is friendly , food gotten better better !",[],[]
106,", is month old , is perhaps queen biggest secret !","['queen biggest secret', 'biggest secret']","[{'aspect': 'queen biggest secret', 'sentiment': 'negative', 'score': -0.2, 'context': 'is month old , is perhaps queen biggest secret !'}, {'aspect': 'biggest secret', 'sentiment': 'negative', 'score': -0.2, 'context': 'month old , is perhaps queen biggest secret !'}]"
107,"it may be bit packed on weekend , but vibe is good it is best french food find in area .","['french find', 'food find', 'french food find']","[{'aspect': 'french find', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'food find', 'sentiment': 'positive', 'score': 0.57, 'context': 'is good it is best french food find in area .'}, {'aspect': 'french food find', 'sentiment': 'positive', 'score': 0.57, 'context': 'vibe is good it is best french food find in area .'}]"
108,is so much fun .,"['so much fun', 'much fun']","[{'aspect': 'so much fun', 'sentiment': 'positive', 'score': 0.3, 'context': 'is so much fun .'}, {'aspect': 'much fun', 'sentiment': 'positive', 'score': 0.3, 'context': 'is so much fun .'}]"
109,glad .,[],[]
110,right in brooklyn is nice cozy place good pizza .,"['cozy place', 'nice place', 'good pizza']","[{'aspect': 'cozy place', 'sentiment': 'positive', 'score': 0.35, 'context': 'right in brooklyn is nice cozy place good pizza .'}, {'aspect': 'nice place', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'good pizza', 'sentiment': 'positive', 'score': 0.37, 'context': 'in brooklyn is nice cozy place good pizza .'}]"
111,ve never treated so rudely .,[],[]
112,ll be back soon .,[],[]
113,le pere pinard pre theater menu is outstanding .,"['pre menu', 'pinard menu', 'theater menu']","[{'aspect': 'pre menu', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'pinard menu', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'theater menu', 'sentiment': 'positive', 'score': 0.5, 'context': 'le pere pinard pre theater menu is outstanding .'}]"
114,went inside started to get excited .,[],[]
115,also ordered delivery forgot half order .,"['half order', 'delivery forgot']","[{'aspect': 'half order', 'sentiment': 'negative', 'score': -0.17, 'context': 'also ordered delivery forgot half order .'}, {'aspect': 'delivery forgot', 'sentiment': 'negative', 'score': -0.17, 'context': 'also ordered delivery forgot half order .'}]"
116,server checked on u maybe twice entire meal .,"['maybe twice entire meal', 'entire meal']","[{'aspect': 'maybe twice entire meal', 'sentiment': 'neutral', 'score': 0.0, 'context': 'server checked on u maybe twice entire meal .'}, {'aspect': 'entire meal', 'sentiment': 'neutral', 'score': 0.0, 'context': 'server checked on u maybe twice entire meal .'}]"
117,"however , it is jus good to not praise it .",[],[]
118,we to montparnasse many time return often good reason .,"['many time', 'good reason']","[{'aspect': 'many time', 'sentiment': 'positive', 'score': 0.6, 'context': 'we to montparnasse many time return often good reason .'}, {'aspect': 'good reason', 'sentiment': 'positive', 'score': 0.6, 'context': 'to montparnasse many time return often good reason .'}]"
119,strong scent coming left right of me negatively affected my taste bud .,"['strong scent', 'my taste bud', 'taste bud']","[{'aspect': 'strong scent', 'sentiment': 'positive', 'score': 0.1, 'context': 'strong scent coming left right of me negatively'}, {'aspect': 'my taste bud', 'sentiment': 'neutral', 'score': -0.0, 'context': 'left right of me negatively affected my taste bud .'}, {'aspect': 'taste bud', 'sentiment': 'neutral', 'score': -0.01, 'context': 'right of me negatively affected my taste bud .'}]"
120,we lobster sandwich it fantastic .,[],[]
121,it somewhere eat be happy .,[],[]
122,"if wrote bad review , it understand rao is .",['bad review'],"[{'aspect': 'bad review', 'sentiment': 'negative', 'score': -0.7, 'context': 'if wrote bad review , it understand rao is .'}]"
123,"we stalling could understand coming , but we less an hour even brought u check yet !",['an hour'],"[{'aspect': 'an hour', 'sentiment': 'negative', 'score': -0.21, 'context': 'understand coming , but we less an hour even brought u check yet !'}]"
124,but overall give it,[],[]
125,"though spider roll may look like challenge to eat , soft shell crab hanging of roll , it is well worth price pay .","['crab hanging', 'worth pay', 'price pay', 'well worth price pay', 'shell crab', 'soft crab', 'spider roll']","[{'aspect': 'crab hanging', 'sentiment': 'neutral', 'score': 0.1, 'context': 'challenge to eat , soft shell crab hanging of roll , it is well'}, {'aspect': 'worth pay', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'price pay', 'sentiment': 'positive', 'score': 0.3, 'context': 'roll , it is well worth price pay .'}, {'aspect': 'well worth price pay', 'sentiment': 'positive', 'score': 0.3, 'context': 'hanging of roll , it is well worth price pay .'}, {'aspect': 'shell crab', 'sentiment': 'neutral', 'score': 0.1, 'context': 'like challenge to eat , soft shell crab hanging of roll , it is'}, {'aspect': 'soft crab', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'spider roll', 'sentiment': 'neutral', 'score': 0.0, 'context': 'though spider roll may look like challenge to eat'}]"
126,deep fried skewer good still rare to find in nyc .,['fried skewer'],"[{'aspect': 'fried skewer', 'sentiment': 'positive', 'score': 0.33, 'context': 'deep fried skewer good still rare to find in'}]"
127,"tried to make reservation , but time , hostess my name .",['my name'],"[{'aspect': 'my name', 'sentiment': 'neutral', 'score': 0.0, 'context': 'reservation , but time , hostess my name .'}]"
128,also recommend rice dish or different variety of congee rice porridge .,"['congee rice', 'rice dish', 'congee rice porridge', 'rice porridge', 'different variety']","[{'aspect': 'congee rice', 'sentiment': 'neutral', 'score': 0.0, 'context': 'rice dish or different variety of congee rice porridge .'}, {'aspect': 'rice dish', 'sentiment': 'neutral', 'score': 0.0, 'context': 'also recommend rice dish or different variety of congee rice'}, {'aspect': 'congee rice porridge', 'sentiment': 'neutral', 'score': 0.0, 'context': 'rice dish or different variety of congee rice porridge .'}, {'aspect': 'rice porridge', 'sentiment': 'neutral', 'score': 0.0, 'context': 'dish or different variety of congee rice porridge .'}, {'aspect': 'different variety', 'sentiment': 'neutral', 'score': 0.0, 'context': 'also recommend rice dish or different variety of congee rice porridge .'}]"
129,tuna tartar appetizer is to die .,"['tuna appetizer', 'tuna tartar appetizer', 'tartar appetizer']","[{'aspect': 'tuna appetizer', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'tuna tartar appetizer', 'sentiment': 'neutral', 'score': 0.0, 'context': 'tuna tartar appetizer is to die .'}, {'aspect': 'tartar appetizer', 'sentiment': 'neutral', 'score': 0.0, 'context': 'tuna tartar appetizer is to die .'}]"
130,one of best restaurant ve ever to .,['best restaurant'],"[{'aspect': 'best restaurant', 'sentiment': 'positive', 'score': 1.0, 'context': 'one of best restaurant ve ever to .'}]"
131,used to be pretty decent .,[],[]
132,"an oasis of refinement food , though somewhat uneven , often reach pinnacle of new american fine cuisine chef passion kitchen precise execution is evident in fish dish soup .","['refinement food', 'fine cuisine', 'chef passion', 'new kitchen', 'dish soup', 'passion kitchen', 'fish dish', 'an oasis', 'american cuisine', 'fish dish soup', 'kitchen execution', 'cuisine chef', 'precise execution']","[{'aspect': 'refinement food', 'sentiment': 'negative', 'score': -0.2, 'context': 'an oasis of refinement food , though somewhat uneven , often'}, {'aspect': 'fine cuisine', 'sentiment': 'positive', 'score': 0.24, 'context': 'often reach pinnacle of new american fine cuisine chef passion kitchen precise execution is'}, {'aspect': 'chef passion', 'sentiment': 'positive', 'score': 0.24, 'context': 'pinnacle of new american fine cuisine chef passion kitchen precise execution is evident in'}, {'aspect': 'new kitchen', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'dish soup', 'sentiment': 'positive', 'score': 0.33, 'context': 'precise execution is evident in fish dish soup .'}, {'aspect': 'passion kitchen', 'sentiment': 'positive', 'score': 0.24, 'context': 'of new american fine cuisine chef passion kitchen precise execution is evident in fish'}, {'aspect': 'fish dish', 'sentiment': 'positive', 'score': 0.33, 'context': 'kitchen precise execution is evident in fish dish soup .'}, {'aspect': 'an oasis', 'sentiment': 'neutral', 'score': 0.0, 'context': 'an oasis of refinement food , though somewhat'}, {'aspect': 'american cuisine', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'fish dish soup', 'sentiment': 'positive', 'score': 0.33, 'context': 'kitchen precise execution is evident in fish dish soup .'}, {'aspect': 'kitchen execution', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'cuisine chef', 'sentiment': 'positive', 'score': 0.24, 'context': 'reach pinnacle of new american fine cuisine chef passion kitchen precise execution is evident'}, {'aspect': 'precise execution', 'sentiment': 'positive', 'score': 0.27, 'context': 'american fine cuisine chef passion kitchen precise execution is evident in fish dish soup'}]"
133,"if love wine cheese delicious french fare , ll love artisanal !","['wine cheese', 'french fare', 'delicious fare']","[{'aspect': 'wine cheese', 'sentiment': 'positive', 'score': 0.5, 'context': 'if love wine cheese delicious french fare , ll love'}, {'aspect': 'french fare', 'sentiment': 'positive', 'score': 0.53, 'context': 'if love wine cheese delicious french fare , ll love artisanal !'}, {'aspect': 'delicious fare', 'sentiment': 'neutral', 'score': 0.0}]"
134,love indian food consider to be quite an expert on it .,"['indian food', 'quite an expert']","[{'aspect': 'indian food', 'sentiment': 'positive', 'score': 0.5, 'context': 'love indian food consider to be quite an expert'}, {'aspect': 'quite an expert', 'sentiment': 'positive', 'score': 0.5, 'context': 'love indian food consider to be quite an expert on it .'}]"
135,baby pizza get wish .,['baby pizza'],"[{'aspect': 'baby pizza', 'sentiment': 'neutral', 'score': 0.0, 'context': 'baby pizza get wish .'}]"
136,plenty of choice to make creation .,[],[]
137,it tiny felt like eating in someone living room .,"['someone living room', 'living room', 'someone room']","[{'aspect': 'someone living room', 'sentiment': 'neutral', 'score': 0.0, 'context': 'it tiny felt like eating in someone living room .'}, {'aspect': 'living room', 'sentiment': 'neutral', 'score': 0.0, 'context': 'tiny felt like eating in someone living room .'}, {'aspect': 'someone room', 'sentiment': 'neutral', 'score': 0.0}]"
138,on sat .,[],[]
139,overall oh ya even though is waiting it is deff worth it,[],[]
140,lava cake dessert incredible recommend it .,"['lava cake', 'lava cake dessert incredible']","[{'aspect': 'lava cake', 'sentiment': 'positive', 'score': 0.9, 'context': 'lava cake dessert incredible recommend it .'}, {'aspect': 'lava cake dessert incredible', 'sentiment': 'positive', 'score': 0.9, 'context': 'lava cake dessert incredible recommend it .'}]"
141,vt is baby pizza hope to be grow up .,['baby pizza'],"[{'aspect': 'baby pizza', 'sentiment': 'neutral', 'score': 0.0, 'context': 'vt is baby pizza hope to be grow up .'}]"
142,"terrible service , to bland food , not to mention unaccommodating manager , overall experience horrible .","['unaccommodating manager', 'terrible service', 'overall experience', 'horrible experience']","[{'aspect': 'unaccommodating manager', 'sentiment': 'positive', 'score': 0.39, 'context': 'bland food , not to mention unaccommodating manager , overall experience horrible .'}, {'aspect': 'terrible service', 'sentiment': 'positive', 'score': 0.58, 'context': 'terrible service , to bland food , not'}, {'aspect': 'overall experience', 'sentiment': 'positive', 'score': 0.5, 'context': 'not to mention unaccommodating manager , overall experience horrible .'}, {'aspect': 'horrible experience', 'sentiment': 'neutral', 'score': 0.0}]"
143,lahore is great to duck late night need really tasty food on cheap ll likely trouble finishing amount of food get four dollar .,"['finishing amount', 'late night', 'four dollar', 'likely trouble', 'really tasty food', 'tasty food']","[{'aspect': 'finishing amount', 'sentiment': 'neutral', 'score': 0.07, 'context': 'food on cheap ll likely trouble finishing amount of food get four dollar .'}, {'aspect': 'late night', 'sentiment': 'positive', 'score': 0.41, 'context': 'lahore is great to duck late night need really tasty food on cheap'}, {'aspect': 'four dollar', 'sentiment': 'negative', 'score': -0.2, 'context': 'trouble finishing amount of food get four dollar .'}, {'aspect': 'likely trouble', 'sentiment': 'positive', 'score': 0.15, 'context': 'really tasty food on cheap ll likely trouble finishing amount of food get four'}, {'aspect': 'really tasty food', 'sentiment': 'positive', 'score': 0.23, 'context': 'great to duck late night need really tasty food on cheap ll likely trouble finishing'}, {'aspect': 'tasty food', 'sentiment': 'neutral', 'score': 0.03, 'context': 'to duck late night need really tasty food on cheap ll likely trouble finishing'}]"
